,location,district,rooms,size,level,max_levels,price
951,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,1,42.0,2,5,29500.0
952,"город Ташкент, Чиланзарский район, Чиланзар",Чиланзарский,2,60.0,3,4,33500.0
953,"город Ташкент, Чиланзарский район, Чиланзар-6",Чиланзарский,1,36.0,2,5,27500.0
954,"город Ташкент, Чиланзарский район, Чиланзар 3-й квартал",Чиланзарский,2,44.0,4,4,36000.0
955,"город Ташкент, Чиланзарский район, Чиланзар 17-й квартал",Чиланзарский,3,65.0,1,4,54000.0
956,"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Чиланзарский,3,65.0,2,5,52000.0
957,"город Ташкент, Чиланзарский район, Чиланзар 9-й квартал",Чиланзарский,2,46.0,3,4,35000.0
958,"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,4,105.0,2,9,135000.0
959,"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,2,54.0,2,4,40000.0
960,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,2,42.0,2,4,39000.0
961,"город Ташкент, Мирзо-Улугбекский район, Карасу 1-й квартал",Мирзо-Улугбекский,4,108.27,5,11,77534.0
962,"город Ташкент, Чиланзарский район, Арнасай",Чиланзарский,3,68.0,4,4,39500.0
963,"город Ташкент, Учтепинский район, Изза",Учтепинский,3,77.0,4,5,43500.0
964,"город Ташкент, Юнусабадский район, Юнусабад 14-й квартал",Юнусабадский,3,78.0,4,5,46000.0
965,"город Ташкент, Юнусабадский район, 135А",Юнусабадский,3,65.0,7,9,48000.0
966,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,3,90.0,2,9,51000.0
967,"город Ташкент, Мирзо-Улугбекский район, Карасу 6-й квартал",Мирзо-Улугбекский,3,78.0,5,5,39000.0
968,"город Ташкент, Яшнободский район, Паркент",Яшнободский,3,75.0,6,9,55000.0
969,"город Ташкент, Мирзо-Улугбекский район, Массив Ялангач",Мирзо-Улугбекский,1,28.0,4,4,23500.0
970,"город Ташкент, Шайхантахурский район, Ибн Сина-1",Шайхантахурский,3,70.0,3,5,40000.0
971,"город Ташкент, Мирабадский район, Куйлюк-Ата",Мирабадский,4,140.0,2,2,58000.0
972,"город Ташкент, Олмазорский район, Олимпия",Олмазорский,2,57.0,1,4,32000.0
973,"город Ташкент, Юнусабадский район, Кашкар",Юнусабадский,2,65.0,3,9,62000.0
974,"город Ташкент, Юнусабадский район, Юнусабад 18-й квартал",Юнусабадский,3,70.0,3,4,45500.0
976,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,2,50.0,1,4,30000.0
977,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,2,40.0,5,5,31500.0
978,"город Ташкент, Мирабадский район, Фаровон",Мирабадский,4,120.0,9,10,119900.0
979,"город Ташкент, Мирзо-Улугбекский район, Элобод",Мирзо-Улугбекский,3,103.0,4,9,65000.0
980,"город Ташкент, Мирабадский район, Чехова",Мирабадский,3,110.0,2,7,165000.0
982,"город Ташкент, Олмазорский район, 1-й проезд Чимбой",Олмазорский,3,70.0,6,9,46000.0
983,"город Ташкент, Чиланзарский район, Чиланзар 2-й квартал",Чиланзарский,1,27.0,3,3,19500.0
984,"город Ташкент, Мирабадский район, ул.Нукус",Мирабадский,3,100.0,5,6,115000.0
985,"город Ташкент, Учтепинский район, Чиланзар 25-й квартал",Учтепинский,3,78.0,5,5,47500.0
986,"город Ташкент, Учтепинский район, Чиланзар 13-й квартал махалля Кухна-Чупонота",Учтепинский,3,65.0,3,4,66000.0
987,"город Ташкент, Чиланзарский район, Чилонзор 17",Чиланзарский,4,79.0,3,4,57000.0
988,"город Ташкент, Яккасарайский район, Дамарик",Яккасарайский,5,196.0,3,6,140000.0
989,"город Ташкент, Яшнободский район, Боткина",Яшнободский,2,60.0,4,9,35900.0
990,"город Ташкент, Мирзо-Улугбекский район, Олой",Мирзо-Улугбекский,3,78.0,4,4,54996.0
991,"город Ташкент, Учтепинский район, Чиланзар 15-й квартал",Учтепинский,2,42.0,4,5,28500.0
992,"город Ташкент, Чиланзарский район, Чиланзар 6-й квартал",Чиланзарский,3,68.0,2,5,53000.0
993,"город Ташкент, Чиланзарский район, Дийдор",Чиланзарский,3,94.0,3,4,57000.0
994,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,1,32.0,2,4,24500.0
995,"город Ташкент, Юнусабадский район, Юнусабад 7-й квартал",Юнусабадский,2,50.0,2,4,30500.0
996,"город Ташкент, Чиланзарский район, Чиланзар 19-й квартал",Чиланзарский,3,63.0,4,4,42000.0
997,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,1,47.0,4,4,52500.0
998,"город Ташкент, Чиланзарский район, Мукими",Чиланзарский,3,103.0,4,9,77000.0
999,"город Ташкент, Мирзо-Улугбекский район, Элобод",Мирзо-Улугбекский,3,70.0,4,4,57000.0
1000,"город Ташкент, Мирзо-Улугбекский район, Ц-2",Мирзо-Улугбекский,3,75.0,3,4,90000.0
1001,"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,2,48.0,3,5,47000.0
1002,"город Ташкент, Шайхантахурский район, Шофайзи",Шайхантахурский,1,70.0,6,7,60000.0
1003,"город Ташкент, Мирзо-Улугбекский район, Феруза-3",Мирзо-Улугбекский,2,50.0,1,5,35000.0
1004,"город Ташкент, Учтепинский район, Чиланзар 31-й квартал",Учтепинский,2,69.0,9,9,37000.0
